Customer_ID,Total_Transactions,Total_Amount,Avg_Transaction_Amount,Max_Transaction_Amount,Days_Since_Last_Transaction,Satisfaction_Score,Likelihood_to_Recommend,Cluster
245,8,20364.0,2545.5,4595.0,1013,5.0,8,0
246,8,13095.0,1636.875,3958.0,953,9.0,4,0
246,8,13095.0,1636.875,3958.0,953,9.0,9,0
246,8,13095.0,1636.875,3958.0,953,4.0,4,0
246,8,13095.0,1636.875,3958.0,953,1.0,4,0
246,8,13095.0,1636.875,3958.0,953,4.0,1,0
246,8,13095.0,1636.875,3958.0,953,10.0,3,0
246,8,13095.0,1636.875,3958.0,953,7.0,4,0
246,8,13095.0,1636.875,3958.0,953,1.0,1,0
246,8,13095.0,1636.875,3958.0,953,4.0,2,0
246,8,13095.0,1636.875,3958.0,953,4.0,2,0
247,6,12176.0,2029.3333333333333,4945.0,935,1.0,4,0
247,6,12176.0,2029.3333333333333,4945.0,935,6.0,4,0
247,6,12176.0,2029.3333333333333,4945.0,935,4.0,8,0
247,6,12176.0,2029.3333333333333,4945.0,935,5.0,8,0
247,6,12176.0,2029.3333333333333,4945.0,935,4.0,3,0
247,6,12176.0,2029.3333333333333,4945.0,935,5.0,8,0
248,3,8430.0,2810.0,4909.0,982,4.0,4,2
248,3,8430.0,2810.0,4909.0,982,9.0,2,2
248,3,8430.0,2810.0,4909.0,982,4.0,3,2
248,3,8430.0,2810.0,4909.0,982,1.0,9,2
248,3,8430.0,2810.0,4909.0,982,4.0,3,2
249,5,16771.0,3354.2,4796.0,948,10.0,7,0
249,5,16771.0,3354.2,4796.0,948,3.0,7,0
249,5,16771.0,3354.2,4796.0,948,10.0,1,0
249,5,16771.0,3354.2,4796.0,948,5.0,4,0
250,3,6732.0,2244.0,2715.0,992,7.0,5,2
250,3,6732.0,2244.0,2715.0,992,1.0,1,2
251,3,4497.0,1499.0,2144.0,999,10.0,2,2
251,3,4497.0,1499.0,2144.0,999,3.0,6,2
251,3,4497.0,1499.0,2144.0,999,4.0,2,2
251,3,4497.0,1499.0,2144.0,999,5.684784805011113,8,2
251,3,4497.0,1499.0,2144.0,999,7.0,2,2
251,3,4497.0,1499.0,2144.0,999,10.0,2,2
251,3,4497.0,1499.0,2144.0,999,3.0,4,2
251,3,4497.0,1499.0,2144.0,999,6.0,6,2
252,2,3454.0,1727.0,1992.0,987,3.0,7,2
252,2,3454.0,1727.0,1992.0,987,8.0,5,2
252,2,3454.0,1727.0,1992.0,987,2.0,5,2
253,6,13746.0,2291.0,4851.0,954,8.0,3,0
253,6,13746.0,2291.0,4851.0,954,8.0,6,0
253,6,13746.0,2291.0,4851.0,954,7.0,3,0
253,6,13746.0,2291.0,4851.0,954,7.0,3,0
254,5,16947.0,3389.4,4984.0,949,3.0,1,0
254,5,16947.0,3389.4,4984.0,949,5.0,2,0
254,5,16947.0,3389.4,4984.0,949,7.0,6,0
254,5,16947.0,3389.4,4984.0,949,1.0,3,0
254,5,16947.0,3389.4,4984.0,949,7.0,3,0
254,5,16947.0,3389.4,4984.0,949,6.0,9,0
255,4,9699.0,2424.75,3778.0,967,8.0,9,2
255,4,9699.0,2424.75,3778.0,967,1.0,10,2
255,4,9699.0,2424.75,3778.0,967,8.0,9,2
255,4,9699.0,2424.75,3778.0,967,1.0,10,2
255,4,9699.0,2424.75,3778.0,967,1.0,10,2
256,3,4900.0,1633.3333333333333,2200.0,1059,2.0,5,2
256,3,4900.0,1633.3333333333333,2200.0,1059,3.0,10,2
256,3,4900.0,1633.3333333333333,2200.0,1059,3.0,10,2
257,5,10457.0,2091.4,3984.0,943,5.0,10,0
257,5,10457.0,2091.4,3984.0,943,1.0,7,0
257,5,10457.0,2091.4,3984.0,943,2.0,8,0
257,5,10457.0,2091.4,3984.0,943,2.0,6,0
257,5,10457.0,2091.4,3984.0,943,7.0,7,0
257,5,10457.0,2091.4,3984.0,943,4.0,5,0
257,5,10457.0,2091.4,3984.0,943,1.0,3,0
257,5,10457.0,2091.4,3984.0,943,6.0,10,0
258,7,23525.0,3360.714285714286,4790.0,945,4.0,1,0
258,7,23525.0,3360.714285714286,4790.0,945,1.0,2,0
258,7,23525.0,3360.714285714286,4790.0,945,3.0,8,0
258,7,23525.0,3360.714285714286,4790.0,945,1.0,3,0
259,7,24962.0,3566.0,4773.0,978,9.0,1,0
259,7,24962.0,3566.0,4773.0,978,4.0,6,0
259,7,24962.0,3566.0,4773.0,978,7.0,10,0
259,7,24962.0,3566.0,4773.0,978,4.0,3,0
259,7,24962.0,3566.0,4773.0,978,5.684784805011113,7,0
259,7,24962.0,3566.0,4773.0,978,3.0,8,0
259,7,24962.0,3566.0,4773.0,978,2.0,8,0
259,7,24962.0,3566.0,4773.0,978,7.0,6,0
259,7,24962.0,3566.0,4773.0,978,2.0,5,0
259,7,24962.0,3566.0,4773.0,978,4.0,3,0
260,9,24476.0,2719.5555555555557,4903.0,929,3.0,1,0
260,9,24476.0,2719.5555555555557,4903.0,929,3.0,5,0
260,9,24476.0,2719.5555555555557,4903.0,929,9.0,7,0
260,9,24476.0,2719.5555555555557,4903.0,929,10.0,2,0
260,9,24476.0,2719.5555555555557,4903.0,929,10.0,5,0
261,5,10994.0,2198.8,4563.0,1001,5.0,9,2
261,5,10994.0,2198.8,4563.0,1001,7.0,5,2
261,5,10994.0,2198.8,4563.0,1001,8.0,9,2
261,5,10994.0,2198.8,4563.0,1001,8.0,8,2
261,5,10994.0,2198.8,4563.0,1001,2.0,7,2
261,5,10994.0,2198.8,4563.0,1001,3.0,4,2
261,5,10994.0,2198.8,4563.0,1001,5.0,6,2
261,5,10994.0,2198.8,4563.0,1001,10.0,2,2
262,7,22368.0,3195.4285714285716,4577.0,974,10.0,8,0
262,7,22368.0,3195.4285714285716,4577.0,974,6.0,8,0
262,7,22368.0,3195.4285714285716,4577.0,974,4.0,6,0
263,7,13666.0,1952.2857142857144,3652.0,943,9.0,6,0
263,7,13666.0,1952.2857142857144,3652.0,943,5.0,9,0
264,4,4269.0,1067.25,2277.0,941,6.0,10,2
264,4,4269.0,1067.25,2277.0,941,9.0,4,0
264,4,4269.0,1067.25,2277.0,941,2.0,4,0
264,4,4269.0,1067.25,2277.0,941,6.0,6,0
264,4,4269.0,1067.25,2277.0,941,2.0,4,0
265,5,10912.0,2182.4,4281.0,1027,2.0,6,2
265,5,10912.0,2182.4,4281.0,1027,9.0,6,2
265,5,10912.0,2182.4,4281.0,1027,4.0,6,2
266,2,1636.0,818.0,1177.0,980,1.0,6,2
266,2,1636.0,818.0,1177.0,980,2.0,6,2
267,5,15174.0,3034.8,4685.0,1014,1.0,4,2
267,5,15174.0,3034.8,4685.0,1014,4.0,9,2
267,5,15174.0,3034.8,4685.0,1014,5.0,10,2
267,5,15174.0,3034.8,4685.0,1014,5.0,8,2
267,5,15174.0,3034.8,4685.0,1014,10.0,8,2
268,2,1686.0,843.0,941.0,946,7.0,5,2
268,2,1686.0,843.0,941.0,946,3.0,6,2
268,2,1686.0,843.0,941.0,946,4.0,6,2
268,2,1686.0,843.0,941.0,946,6.0,6,2
268,2,1686.0,843.0,941.0,946,8.0,6,2
268,2,1686.0,843.0,941.0,946,5.0,6,2
269,5,9061.0,1812.2,3356.0,957,2.0,10,0
269,5,9061.0,1812.2,3356.0,957,1.0,7,0
269,5,9061.0,1812.2,3356.0,957,9.0,4,0
269,5,9061.0,1812.2,3356.0,957,8.0,7,0
269,5,9061.0,1812.2,3356.0,957,3.0,4,0
269,5,9061.0,1812.2,3356.0,957,5.0,1,0
269,5,9061.0,1812.2,3356.0,957,5.684784805011113,9,0
269,5,9061.0,1812.2,3356.0,957,10.0,4,0
270,6,13914.0,2319.0,4287.0,939,7.0,3,0
270,6,13914.0,2319.0,4287.0,939,9.0,2,0
270,6,13914.0,2319.0,4287.0,939,8.0,7,0
271,8,13895.0,1736.875,4610.0,985,1.0,3,0
271,8,13895.0,1736.875,4610.0,985,1.0,5,0
271,8,13895.0,1736.875,4610.0,985,6.0,5,0
271,8,13895.0,1736.875,4610.0,985,7.0,5,0
271,8,13895.0,1736.875,4610.0,985,8.0,9,0
271,8,13895.0,1736.875,4610.0,985,2.0,5,0
271,8,13895.0,1736.875,4610.0,985,3.0,2,0
271,8,13895.0,1736.875,4610.0,985,3.0,1,0
272,5,14685.0,2937.0,3988.0,938,4.0,10,0
272,5,14685.0,2937.0,3988.0,938,9.0,4,0
272,5,14685.0,2937.0,3988.0,938,10.0,9,0
272,5,14685.0,2937.0,3988.0,938,8.0,4,0
272,5,14685.0,2937.0,3988.0,938,1.0,5,0
272,5,14685.0,2937.0,3988.0,938,1.0,8,0
272,5,14685.0,2937.0,3988.0,938,9.0,5,0
272,5,14685.0,2937.0,3988.0,938,1.0,8,0
272,5,14685.0,2937.0,3988.0,938,8.0,2,0
272,5,14685.0,2937.0,3988.0,938,4.0,9,0
273,7,16307.0,2329.5714285714284,4190.0,928,10.0,7,0
273,7,16307.0,2329.5714285714284,4190.0,928,6.0,2,0
273,7,16307.0,2329.5714285714284,4190.0,928,7.0,1,0
273,7,16307.0,2329.5714285714284,4190.0,928,4.0,9,0
273,7,16307.0,2329.5714285714284,4190.0,928,1.0,3,0
273,7,16307.0,2329.5714285714284,4190.0,928,9.0,9,0
273,7,16307.0,2329.5714285714284,4190.0,928,4.0,9,0
273,7,16307.0,2329.5714285714284,4190.0,928,10.0,3,0
273,7,16307.0,2329.5714285714284,4190.0,928,7.0,9,0
273,7,16307.0,2329.5714285714284,4190.0,928,8.0,10,0
274,4,7614.0,1903.5,3495.0,958,4.0,5,2
274,4,7614.0,1903.5,3495.0,958,2.0,3,2
274,4,7614.0,1903.5,3495.0,958,2.0,1,2
274,4,7614.0,1903.5,3495.0,958,6.0,1,2
274,4,7614.0,1903.5,3495.0,958,7.0,10,2
274,4,7614.0,1903.5,3495.0,958,6.0,9,2
275,5,7098.0,1419.6,3009.0,960,5.0,8,0
275,5,7098.0,1419.6,3009.0,960,2.0,5,0
275,5,7098.0,1419.6,3009.0,960,4.0,9,0
275,5,7098.0,1419.6,3009.0,960,3.0,1,0
275,5,7098.0,1419.6,3009.0,960,1.0,4,0
276,8,23820.0,2977.5,4874.0,953,10.0,5,0
276,8,23820.0,2977.5,4874.0,953,4.0,7,0
276,8,23820.0,2977.5,4874.0,953,10.0,9,0
276,8,23820.0,2977.5,4874.0,953,5.0,6,0
277,4,11538.0,2884.5,4574.0,931,1.0,4,0
277,4,11538.0,2884.5,4574.0,931,5.0,2,0
277,4,11538.0,2884.5,4574.0,931,6.0,6,0
277,4,11538.0,2884.5,4574.0,931,3.0,9,0
277,4,11538.0,2884.5,4574.0,931,9.0,10,0
278,7,16540.0,2362.8571428571427,3943.0,925,7.0,3,0
278,7,16540.0,2362.8571428571427,3943.0,925,8.0,8,0
278,7,16540.0,2362.8571428571427,3943.0,925,9.0,4,0
278,7,16540.0,2362.8571428571427,3943.0,925,10.0,2,0
279,6,9164.0,1527.3333333333333,3264.0,962,2.0,2,0
279,6,9164.0,1527.3333333333333,3264.0,962,8.0,3,0
279,6,9164.0,1527.3333333333333,3264.0,962,5.684784805011113,7,0
279,6,9164.0,1527.3333333333333,3264.0,962,7.0,9,0
279,6,9164.0,1527.3333333333333,3264.0,962,5.0,6,0
280,2,4335.0,2167.5,3122.0,1081,2.0,3,2
280,2,4335.0,2167.5,3122.0,1081,4.0,9,2
280,2,4335.0,2167.5,3122.0,1081,5.0,10,2
280,2,4335.0,2167.5,3122.0,1081,8.0,10,2
280,2,4335.0,2167.5,3122.0,1081,4.0,6,2
280,2,4335.0,2167.5,3122.0,1081,9.0,1,2
280,2,4335.0,2167.5,3122.0,1081,6.0,6,2
280,2,4335.0,2167.5,3122.0,1081,6.0,2,2
280,2,4335.0,2167.5,3122.0,1081,4.0,9,2
280,2,4335.0,2167.5,3122.0,1081,1.0,9,2
280,2,4335.0,2167.5,3122.0,1081,10.0,5,2
281,7,25670.0,3667.142857142858,4652.0,990,8.0,7,0
281,7,25670.0,3667.142857142858,4652.0,990,9.0,10,0
281,7,25670.0,3667.142857142858,4652.0,990,8.0,2,0
281,7,25670.0,3667.142857142858,4652.0,990,7.0,8,0
281,7,25670.0,3667.142857142858,4652.0,990,8.0,1,0
281,7,25670.0,3667.142857142858,4652.0,990,10.0,2,0
281,7,25670.0,3667.142857142858,4652.0,990,9.0,8,0
282,1,2539.0,2539.0,2539.0,989,9.0,8,2
282,1,2539.0,2539.0,2539.0,989,4.0,8,2
282,1,2539.0,2539.0,2539.0,989,9.0,9,2
283,6,16347.0,2724.5,4862.0,939,6.0,5,0
283,6,16347.0,2724.5,4862.0,939,5.0,6,0
283,6,16347.0,2724.5,4862.0,939,3.0,9,0
284,3,9103.0,3034.3333333333335,4653.0,996,1.0,1,2
284,3,9103.0,3034.3333333333335,4653.0,996,10.0,1,2
284,3,9103.0,3034.3333333333335,4653.0,996,5.0,2,2
284,3,9103.0,3034.3333333333335,4653.0,996,7.0,1,2
284,3,9103.0,3034.3333333333335,4653.0,996,8.0,1,2
285,5,16980.0,3396.0,4899.0,963,1.0,3,0
285,5,16980.0,3396.0,4899.0,963,5.0,5,0
285,5,16980.0,3396.0,4899.0,963,5.0,4,0
285,5,16980.0,3396.0,4899.0,963,10.0,9,2
285,5,16980.0,3396.0,4899.0,963,3.0,2,0
286,7,14048.0,2006.857142857143,4581.0,969,7.0,4,0
286,7,14048.0,2006.857142857143,4581.0,969,6.0,5,0
287,6,10442.0,1740.3333333333333,3472.0,974,8.0,10,0
287,6,10442.0,1740.3333333333333,3472.0,974,6.0,6,0
287,6,10442.0,1740.3333333333333,3472.0,974,3.0,9,0
287,6,10442.0,1740.3333333333333,3472.0,974,9.0,2,0
288,7,19863.0,2837.5714285714284,4770.0,957,3.0,4,0
288,7,19863.0,2837.5714285714284,4770.0,957,9.0,10,0
288,7,19863.0,2837.5714285714284,4770.0,957,9.0,1,0
288,7,19863.0,2837.5714285714284,4770.0,957,10.0,1,0
288,7,19863.0,2837.5714285714284,4770.0,957,4.0,3,0
289,3,6770.0,2256.6666666666665,3147.0,961,9.0,1,2
289,3,6770.0,2256.6666666666665,3147.0,961,10.0,8,2
289,3,6770.0,2256.6666666666665,3147.0,961,4.0,10,2
289,3,6770.0,2256.6666666666665,3147.0,961,10.0,10,2
289,3,6770.0,2256.6666666666665,3147.0,961,9.0,5,2
289,3,6770.0,2256.6666666666665,3147.0,961,4.0,3,2
289,3,6770.0,2256.6666666666665,3147.0,961,9.0,6,2
290,8,24774.0,3096.75,4838.0,949,4.0,10,0
290,8,24774.0,3096.75,4838.0,949,5.684784805011113,2,0
290,8,24774.0,3096.75,4838.0,949,4.0,7,0
290,8,24774.0,3096.75,4838.0,949,3.0,9,0
291,2,3731.0,1865.5,2483.0,1011,4.0,9,2
291,2,3731.0,1865.5,2483.0,1011,4.0,6,2
291,2,3731.0,1865.5,2483.0,1011,3.0,5,2
291,2,3731.0,1865.5,2483.0,1011,10.0,3,2
292,3,5782.0,1927.3333333333333,2854.0,932,3.0,10,2
292,3,5782.0,1927.3333333333333,2854.0,932,7.0,8,2
292,3,5782.0,1927.3333333333333,2854.0,932,2.0,9,2
292,3,5782.0,1927.3333333333333,2854.0,932,7.0,10,2
292,3,5782.0,1927.3333333333333,2854.0,932,6.0,5,2
292,3,5782.0,1927.3333333333333,2854.0,932,10.0,1,2
292,3,5782.0,1927.3333333333333,2854.0,932,2.0,1,0
293,3,7968.0,2656.0,4940.0,937,8.0,4,2
293,3,7968.0,2656.0,4940.0,937,3.0,3,2
293,3,7968.0,2656.0,4940.0,937,7.0,3,2
293,3,7968.0,2656.0,4940.0,937,2.0,6,2
294,7,13197.0,1885.2857142857144,4944.0,933,9.0,2,0
294,7,13197.0,1885.2857142857144,4944.0,933,6.0,6,0
294,7,13197.0,1885.2857142857144,4944.0,933,6.0,7,0
294,7,13197.0,1885.2857142857144,4944.0,933,8.0,3,0
294,7,13197.0,1885.2857142857144,4944.0,933,2.0,10,0
294,7,13197.0,1885.2857142857144,4944.0,933,1.0,6,0
294,7,13197.0,1885.2857142857144,4944.0,933,1.0,4,0
295,6,19554.0,3259.0,4419.0,960,1.0,9,0
295,6,19554.0,3259.0,4419.0,960,9.0,2,0
296,5,13579.0,2715.8,4828.0,965,2.0,4,0
296,5,13579.0,2715.8,4828.0,965,4.0,9,2
296,5,13579.0,2715.8,4828.0,965,6.0,3,0
297,8,22862.0,2857.75,4993.0,998,1.0,4,0
297,8,22862.0,2857.75,4993.0,998,7.0,1,0
297,8,22862.0,2857.75,4993.0,998,3.0,1,0
297,8,22862.0,2857.75,4993.0,998,4.0,6,0
297,8,22862.0,2857.75,4993.0,998,8.0,2,0
298,4,13130.0,3282.5,4807.0,971,4.0,6,2
298,4,13130.0,3282.5,4807.0,971,4.0,6,2
298,4,13130.0,3282.5,4807.0,971,5.0,8,2
298,4,13130.0,3282.5,4807.0,971,3.0,9,2
299,2,8270.0,4135.0,4700.0,988,10.0,8,2
299,2,8270.0,4135.0,4700.0,988,9.0,4,2
300,5,9139.0,1827.8,3084.0,1024,7.0,5,2
300,5,9139.0,1827.8,3084.0,1024,5.0,6,2
300,5,9139.0,1827.8,3084.0,1024,6.0,2,2
300,5,9139.0,1827.8,3084.0,1024,9.0,10,2
300,5,9139.0,1827.8,3084.0,1024,6.0,5,2
300,5,9139.0,1827.8,3084.0,1024,5.0,6,2
300,5,9139.0,1827.8,3084.0,1024,9.0,4,2
300,5,9139.0,1827.8,3084.0,1024,1.0,9,2
300,5,9139.0,1827.8,3084.0,1024,8.0,10,2
300,5,9139.0,1827.8,3084.0,1024,6.0,7,2
301,5,19287.0,3857.4,4801.0,941,7.0,8,0
301,5,19287.0,3857.4,4801.0,941,5.0,10,0
301,5,19287.0,3857.4,4801.0,941,6.0,8,0
301,5,19287.0,3857.4,4801.0,941,4.0,10,0
301,5,19287.0,3857.4,4801.0,941,2.0,3,0
302,7,17662.0,2523.1428571428573,4587.0,933,6.0,1,0
302,7,17662.0,2523.1428571428573,4587.0,933,5.0,8,0
303,5,11487.0,2297.4,4380.0,930,5.0,4,0
303,5,11487.0,2297.4,4380.0,930,5.0,5,0
303,5,11487.0,2297.4,4380.0,930,5.0,6,0
303,5,11487.0,2297.4,4380.0,930,8.0,9,0
304,8,15731.0,1966.375,4924.0,956,4.0,1,0
304,8,15731.0,1966.375,4924.0,956,4.0,8,0
304,8,15731.0,1966.375,4924.0,956,1.0,1,0
304,8,15731.0,1966.375,4924.0,956,10.0,5,0
304,8,15731.0,1966.375,4924.0,956,3.0,9,0
304,8,15731.0,1966.375,4924.0,956,1.0,2,0
304,8,15731.0,1966.375,4924.0,956,9.0,3,0
305,4,12673.0,3168.25,4343.0,972,8.0,3,2
305,4,12673.0,3168.25,4343.0,972,4.0,6,2
305,4,12673.0,3168.25,4343.0,972,5.684784805011113,5,2
305,4,12673.0,3168.25,4343.0,972,1.0,6,2
305,4,12673.0,3168.25,4343.0,972,3.0,7,2
306,3,8528.0,2842.6666666666665,4127.0,1016,7.0,7,2
306,3,8528.0,2842.6666666666665,4127.0,1016,10.0,5,2
306,3,8528.0,2842.6666666666665,4127.0,1016,4.0,1,2
306,3,8528.0,2842.6666666666665,4127.0,1016,5.0,4,2
306,3,8528.0,2842.6666666666665,4127.0,1016,2.0,5,2
306,3,8528.0,2842.6666666666665,4127.0,1016,7.0,3,2
307,9,17716.0,1968.4444444444443,4797.0,935,10.0,1,0
307,9,17716.0,1968.4444444444443,4797.0,935,9.0,6,0
307,9,17716.0,1968.4444444444443,4797.0,935,7.0,5,0
307,9,17716.0,1968.4444444444443,4797.0,935,6.0,2,0
308,10,26462.0,2646.2,4710.0,955,1.0,5,0
308,10,26462.0,2646.2,4710.0,955,2.0,1,0
308,10,26462.0,2646.2,4710.0,955,2.0,10,0
309,3,7750.0,2583.3333333333335,3656.0,927,6.0,1,0
309,3,7750.0,2583.3333333333335,3656.0,927,6.0,1,0
309,3,7750.0,2583.3333333333335,3656.0,927,4.0,1,0
309,3,7750.0,2583.3333333333335,3656.0,927,5.0,8,2
309,3,7750.0,2583.3333333333335,3656.0,927,7.0,3,0
309,3,7750.0,2583.3333333333335,3656.0,927,5.684784805011113,9,2
309,3,7750.0,2583.3333333333335,3656.0,927,9.0,5,2
310,9,17373.0,1930.3333333333333,4466.0,972,2.0,6,0
310,9,17373.0,1930.3333333333333,4466.0,972,2.0,2,0
310,9,17373.0,1930.3333333333333,4466.0,972,10.0,1,0
310,9,17373.0,1930.3333333333333,4466.0,972,5.0,9,0
310,9,17373.0,1930.3333333333333,4466.0,972,6.0,4,0
310,9,17373.0,1930.3333333333333,4466.0,972,5.0,9,0
311,3,5048.0,1682.6666666666667,2284.0,958,4.0,9,2
311,3,5048.0,1682.6666666666667,2284.0,958,2.0,10,2
311,3,5048.0,1682.6666666666667,2284.0,958,7.0,3,2
311,3,5048.0,1682.6666666666667,2284.0,958,4.0,7,2
311,3,5048.0,1682.6666666666667,2284.0,958,7.0,3,2
312,7,20988.0,2998.285714285714,4931.0,1045,5.0,3,2
312,7,20988.0,2998.285714285714,4931.0,1045,7.0,8,2
312,7,20988.0,2998.285714285714,4931.0,1045,2.0,5,2
312,7,20988.0,2998.285714285714,4931.0,1045,4.0,4,2
312,7,20988.0,2998.285714285714,4931.0,1045,8.0,7,2
312,7,20988.0,2998.285714285714,4931.0,1045,1.0,10,2
312,7,20988.0,2998.285714285714,4931.0,1045,2.0,4,2
313,4,8217.0,2054.25,4260.0,981,8.0,6,2
313,4,8217.0,2054.25,4260.0,981,10.0,6,2
313,4,8217.0,2054.25,4260.0,981,4.0,7,2
313,4,8217.0,2054.25,4260.0,981,6.0,3,2
313,4,8217.0,2054.25,4260.0,981,1.0,2,2
313,4,8217.0,2054.25,4260.0,981,6.0,10,2
314,4,10005.0,2501.25,4347.0,979,6.0,4,2
314,4,10005.0,2501.25,4347.0,979,1.0,4,2
314,4,10005.0,2501.25,4347.0,979,9.0,9,2
314,4,10005.0,2501.25,4347.0,979,8.0,1,2
315,1,4825.0,4825.0,4825.0,1039,2.0,6,2
315,1,4825.0,4825.0,4825.0,1039,7.0,7,2
315,1,4825.0,4825.0,4825.0,1039,6.0,8,2
315,1,4825.0,4825.0,4825.0,1039,2.0,9,2
316,6,17708.0,2951.3333333333335,4636.0,933,5.0,2,0
316,6,17708.0,2951.3333333333335,4636.0,933,5.0,9,0
316,6,17708.0,2951.3333333333335,4636.0,933,3.0,4,0
316,6,17708.0,2951.3333333333335,4636.0,933,10.0,1,0
316,6,17708.0,2951.3333333333335,4636.0,933,10.0,3,0
316,6,17708.0,2951.3333333333335,4636.0,933,4.0,4,0
316,6,17708.0,2951.3333333333335,4636.0,933,8.0,2,0
316,6,17708.0,2951.3333333333335,4636.0,933,3.0,9,0
317,5,12721.0,2544.2,3741.0,1002,5.0,4,2
317,5,12721.0,2544.2,3741.0,1002,6.0,7,2
317,5,12721.0,2544.2,3741.0,1002,5.684784805011113,4,2
318,3,9877.0,3292.3333333333335,4918.0,964,6.0,7,2
318,3,9877.0,3292.3333333333335,4918.0,964,4.0,1,2
318,3,9877.0,3292.3333333333335,4918.0,964,8.0,1,2
318,3,9877.0,3292.3333333333335,4918.0,964,8.0,3,2
318,3,9877.0,3292.3333333333335,4918.0,964,3.0,10,2
318,3,9877.0,3292.3333333333335,4918.0,964,4.0,3,2
318,3,9877.0,3292.3333333333335,4918.0,964,10.0,5,2
319,3,7885.0,2628.3333333333335,4681.0,938,1.0,6,2
319,3,7885.0,2628.3333333333335,4681.0,938,5.0,3,2
319,3,7885.0,2628.3333333333335,4681.0,938,10.0,7,2
319,3,7885.0,2628.3333333333335,4681.0,938,10.0,5,2
319,3,7885.0,2628.3333333333335,4681.0,938,5.684784805011113,7,2
319,3,7885.0,2628.3333333333335,4681.0,938,1.0,10,2
319,3,7885.0,2628.3333333333335,4681.0,938,7.0,8,2
319,3,7885.0,2628.3333333333335,4681.0,938,1.0,4,2
319,3,7885.0,2628.3333333333335,4681.0,938,7.0,6,2
319,3,7885.0,2628.3333333333335,4681.0,938,10.0,7,2
320,8,19392.0,2424.0,4536.0,925,8.0,9,0
320,8,19392.0,2424.0,4536.0,925,10.0,2,0
320,8,19392.0,2424.0,4536.0,925,6.0,6,0
320,8,19392.0,2424.0,4536.0,925,2.0,2,0
320,8,19392.0,2424.0,4536.0,925,8.0,7,0
320,8,19392.0,2424.0,4536.0,925,6.0,8,0
320,8,19392.0,2424.0,4536.0,925,7.0,2,0
321,6,16246.0,2707.6666666666665,3937.0,930,3.0,7,0
321,6,16246.0,2707.6666666666665,3937.0,930,5.0,4,0
321,6,16246.0,2707.6666666666665,3937.0,930,1.0,5,0
321,6,16246.0,2707.6666666666665,3937.0,930,8.0,7,0
322,2,5742.0,2871.0,3048.0,930,5.0,1,2
322,2,5742.0,2871.0,3048.0,930,2.0,2,2
322,2,5742.0,2871.0,3048.0,930,10.0,8,2
322,2,5742.0,2871.0,3048.0,930,9.0,9,2
322,2,5742.0,2871.0,3048.0,930,8.0,9,2
323,1,2816.0,2816.0,2816.0,975,7.0,6,2
323,1,2816.0,2816.0,2816.0,975,5.0,6,2
323,1,2816.0,2816.0,2816.0,975,1.0,7,2
323,1,2816.0,2816.0,2816.0,975,7.0,4,2
323,1,2816.0,2816.0,2816.0,975,3.0,4,2
323,1,2816.0,2816.0,2816.0,975,4.0,7,2
323,1,2816.0,2816.0,2816.0,975,10.0,7,2
324,2,2392.0,1196.0,1434.0,933,3.0,3,2
324,2,2392.0,1196.0,1434.0,933,9.0,5,2
324,2,2392.0,1196.0,1434.0,933,6.0,10,2
324,2,2392.0,1196.0,1434.0,933,4.0,2,2
324,2,2392.0,1196.0,1434.0,933,4.0,4,2
324,2,2392.0,1196.0,1434.0,933,1.0,9,2
324,2,2392.0,1196.0,1434.0,933,9.0,6,2
324,2,2392.0,1196.0,1434.0,933,8.0,3,2
325,4,13376.0,3344.0,4674.0,955,10.0,8,2
325,4,13376.0,3344.0,4674.0,955,6.0,4,2
325,4,13376.0,3344.0,4674.0,955,10.0,7,2
326,3,6981.0,2327.0,4952.0,985,6.0,1,2
326,3,6981.0,2327.0,4952.0,985,5.684784805011113,7,2
326,3,6981.0,2327.0,4952.0,985,6.0,9,2
326,3,6981.0,2327.0,4952.0,985,5.0,7,2
327,2,3692.0,1846.0,2160.0,936,5.0,10,2
327,2,3692.0,1846.0,2160.0,936,1.0,8,2
327,2,3692.0,1846.0,2160.0,936,3.0,2,2
327,2,3692.0,1846.0,2160.0,936,6.0,8,2
328,5,8734.0,1746.8,2935.0,971,7.0,2,2
328,5,8734.0,1746.8,2935.0,971,2.0,6,2
328,5,8734.0,1746.8,2935.0,971,3.0,10,2
328,5,8734.0,1746.8,2935.0,971,9.0,1,2
328,5,8734.0,1746.8,2935.0,971,6.0,10,2
328,5,8734.0,1746.8,2935.0,971,3.0,5,2
328,5,8734.0,1746.8,2935.0,971,7.0,8,2
328,5,8734.0,1746.8,2935.0,971,5.0,5,2
329,7,18744.0,2677.714285714286,4999.0,946,10.0,3,0
329,7,18744.0,2677.714285714286,4999.0,946,3.0,1,0
329,7,18744.0,2677.714285714286,4999.0,946,10.0,3,0
329,7,18744.0,2677.714285714286,4999.0,946,6.0,3,0
329,7,18744.0,2677.714285714286,4999.0,946,6.0,8,0
330,6,18864.0,3144.0,4685.0,942,3.0,3,0
330,6,18864.0,3144.0,4685.0,942,3.0,8,0
330,6,18864.0,3144.0,4685.0,942,3.0,8,0
330,6,18864.0,3144.0,4685.0,942,5.0,6,0
331,7,14553.0,2079.0,4271.0,994,2.0,7,0
331,7,14553.0,2079.0,4271.0,994,9.0,7,0
331,7,14553.0,2079.0,4271.0,994,1.0,1,0
