Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type
1287,701,2023-02-23 14:00:00,1920.0,Loan Payment
1288,912,2023-02-23 15:00:00,742.0,Investment
1289,634,2023-02-23 16:00:00,3523.0,Bill Payment
1290,230,2023-02-23 17:00:00,1581.0,Purchase
1291,59,2023-02-23 18:00:00,4619.0,Loan Payment
1292,96,2023-02-23 19:00:00,2952.0,Loan Payment
1293,262,2023-02-23 20:00:00,4466.0,Purchase
1294,354,2023-02-23 21:00:00,2331.0,Bill Payment
1295,312,2023-02-23 22:00:00,3345.0,Purchase
1296,136,2023-02-23 23:00:00,4632.0,Loan Payment
1297,862,2023-02-24 00:00:00,4384.0,Loan Payment
1298,795,2023-02-24 01:00:00,2763.0,Bill Payment
1299,967,2023-02-24 02:00:00,1382.0,Investment
1300,923,2023-02-24 03:00:00,1454.0,Purchase
1301,473,2023-02-24 04:00:00,3386.0,Investment
1302,632,2023-02-24 05:00:00,299.0,Loan Payment
1303,430,2023-02-24 06:00:00,2075.0,Investment
1304,937,2023-02-24 07:00:00,73.0,Purchase
1305,975,2023-02-24 08:00:00,3955.0,Purchase
1306,537,2023-02-24 09:00:00,339.0,Loan Payment
1307,854,2023-02-24 10:00:00,4868.0,Bill Payment
1308,146,2023-02-24 11:00:00,1973.0,Bill Payment
1309,524,2023-02-24 12:00:00,3098.0,Loan Payment
1310,87,2023-02-24 13:00:00,2500.0,Purchase
1311,947,2023-02-24 14:00:00,150.0,Bill Payment
1312,109,2023-02-24 15:00:00,4549.0,Investment
1313,423,2023-02-24 16:00:00,2483.0,Loan Payment
1314,345,2023-02-24 17:00:00,3913.0,Investment
1315,266,2023-02-24 18:00:00,459.0,Purchase
1316,734,2023-02-24 19:00:00,1835.0,Bill Payment
1317,586,2023-02-24 20:00:00,4456.0,Purchase
1318,994,2023-02-24 21:00:00,4704.0,Investment
1319,494,2023-02-24 22:00:00,4816.0,Purchase
1320,333,2023-02-24 23:00:00,879.0,Purchase
1321,822,2023-02-25 00:00:00,2483.0,Loan Payment
1322,413,2023-02-25 01:00:00,2483.0,Loan Payment
1323,614,2023-02-25 02:00:00,3612.0,Purchase
1324,937,2023-02-25 03:00:00,402.0,Loan Payment
1325,649,2023-02-25 04:00:00,851.0,Purchase
1326,191,2023-02-25 05:00:00,2458.0,Investment
1327,973,2023-02-25 06:00:00,2801.0,Loan Payment
1328,933,2023-02-25 07:00:00,2963.0,Purchase
1329,142,2023-02-25 08:00:00,1368.0,Loan Payment
1330,869,2023-02-25 09:00:00,1000.0,Purchase
1331,73,2023-02-25 10:00:00,1048.0,Loan Payment
1332,840,2023-02-25 11:00:00,37.0,Bill Payment
1333,167,2023-02-25 12:00:00,397.0,Purchase
1334,168,2023-02-25 13:00:00,842.0,Bill Payment
1335,566,2023-02-25 14:00:00,259.0,Purchase
1336,259,2023-02-25 15:00:00,2037.0,Bill Payment
1337,439,2023-02-25 16:00:00,1538.0,Purchase
1338,111,2023-02-25 17:00:00,4203.0,Loan Payment
1339,744,2023-02-25 18:00:00,2483.0,Bill Payment
1340,673,2023-02-25 19:00:00,1370.0,Loan Payment
1341,864,2023-02-25 20:00:00,3119.0,Purchase
1342,839,2023-02-25 21:00:00,1333.0,Loan Payment
1343,531,2023-02-25 22:00:00,2236.0,Purchase
1344,290,2023-02-25 23:00:00,3690.0,Loan Payment
1345,974,2023-02-26 00:00:00,901.0,Bill Payment
1346,562,2023-02-26 01:00:00,1315.0,Purchase
1347,510,2023-02-26 02:00:00,4558.0,Loan Payment
1348,175,2023-02-26 03:00:00,4202.0,Purchase
1349,302,2023-02-26 04:00:00,271.0,Purchase
1350,696,2023-02-26 05:00:00,2350.0,Purchase
1351,185,2023-02-26 06:00:00,1803.0,Investment
1352,339,2023-02-26 07:00:00,2306.0,Purchase
1353,510,2023-02-26 08:00:00,2302.0,Loan Payment
1354,819,2023-02-26 09:00:00,2180.0,Investment
1355,310,2023-02-26 10:00:00,334.0,Loan Payment
1356,507,2023-02-26 11:00:00,995.0,Investment
1357,346,2023-02-26 12:00:00,4792.0,Purchase
1358,81,2023-02-26 13:00:00,3862.0,Bill Payment
1359,374,2023-02-26 14:00:00,1749.0,Bill Payment
1360,156,2023-02-26 15:00:00,1870.0,Purchase
1361,787,2023-02-26 16:00:00,3147.0,Investment
1362,795,2023-02-26 17:00:00,3908.0,Loan Payment
1363,432,2023-02-26 18:00:00,845.0,Bill Payment
1364,500,2023-02-26 19:00:00,4164.0,Purchase
1365,761,2023-02-26 20:00:00,2788.0,Purchase
1366,147,2023-02-26 21:00:00,1406.0,Investment
1367,481,2023-02-26 22:00:00,1686.0,Bill Payment
1368,435,2023-02-26 23:00:00,4341.0,Purchase
1369,519,2023-02-27 00:00:00,4323.0,Bill Payment
1370,669,2023-02-27 01:00:00,1847.0,Loan Payment
1371,683,2023-02-27 02:00:00,3731.0,Purchase
1372,69,2023-02-27 03:00:00,3682.0,Purchase
1373,606,2023-02-27 04:00:00,3032.0,Loan Payment
1374,881,2023-02-27 05:00:00,4694.0,Purchase
1375,875,2023-02-27 06:00:00,1681.0,Investment
1376,888,2023-02-27 07:00:00,926.0,Loan Payment
1377,186,2023-02-27 08:00:00,927.0,Investment
1378,904,2023-02-27 09:00:00,1143.0,Loan Payment
1379,682,2023-02-27 10:00:00,1846.0,Loan Payment
1380,204,2023-02-27 11:00:00,2148.0,Investment
1381,554,2023-02-27 12:00:00,4017.0,Loan Payment
1382,13,2023-02-27 13:00:00,1915.0,Bill Payment
1383,666,2023-02-27 14:00:00,3999.0,Investment
1384,274,2023-02-27 15:00:00,3495.0,Loan Payment
1385,298,2023-02-27 16:00:00,4807.0,Investment
1386,51,2023-02-27 17:00:00,2130.0,Loan Payment
1387,500,2023-02-27 18:00:00,2742.0,Loan Payment
1388,369,2023-02-27 19:00:00,2779.0,Bill Payment
1389,724,2023-02-27 20:00:00,1331.0,Bill Payment
1390,656,2023-02-27 21:00:00,3726.0,Bill Payment
1391,357,2023-02-27 22:00:00,3364.0,Loan Payment
1392,3,2023-02-27 23:00:00,1538.0,Bill Payment
1393,254,2023-02-28 00:00:00,4753.0,Investment
1394,475,2023-02-28 01:00:00,769.0,Loan Payment
1395,847,2023-02-28 02:00:00,3422.0,Investment
1396,506,2023-02-28 03:00:00,1367.0,Bill Payment
1397,256,2023-02-28 04:00:00,2200.0,Loan Payment
1398,610,2023-02-28 05:00:00,3491.0,Investment
1399,685,2023-02-28 06:00:00,958.0,Purchase
1400,150,2023-02-28 07:00:00,2089.0,Investment
1401,488,2023-02-28 08:00:00,1776.0,Loan Payment
1402,279,2023-02-28 09:00:00,37.0,Purchase
1403,59,2023-02-28 10:00:00,2483.0,Bill Payment
1404,446,2023-02-28 11:00:00,2548.0,Bill Payment
1405,113,2023-02-28 12:00:00,169.0,Investment
1406,836,2023-02-28 13:00:00,2902.0,Bill Payment
1407,755,2023-02-28 14:00:00,4123.0,Investment
1408,822,2023-02-28 15:00:00,3732.0,Investment
1409,569,2023-02-28 16:00:00,3741.0,Investment
1410,489,2023-02-28 17:00:00,2481.0,Investment
1411,407,2023-02-28 18:00:00,4860.0,Loan Payment
1412,367,2023-02-28 19:00:00,1580.0,Loan Payment
1413,60,2023-02-28 20:00:00,846.0,Purchase
1414,329,2023-02-28 21:00:00,4999.0,Purchase
1415,728,2023-02-28 22:00:00,3948.0,Bill Payment
1416,469,2023-02-28 23:00:00,2296.0,Loan Payment
1417,745,2023-03-01 00:00:00,3415.0,Purchase
1418,567,2023-03-01 01:00:00,2680.0,Loan Payment
1419,885,2023-03-01 02:00:00,4122.0,Loan Payment
1420,720,2023-03-01 03:00:00,4757.0,Bill Payment
1421,63,2023-03-01 04:00:00,4365.0,Bill Payment
1422,184,2023-03-01 05:00:00,1637.0,Investment
1423,311,2023-03-01 06:00:00,1876.0,Loan Payment
1424,793,2023-03-01 07:00:00,214.0,Investment
1425,538,2023-03-01 08:00:00,3589.0,Investment
1426,177,2023-03-01 09:00:00,3184.0,Investment
1427,575,2023-03-01 10:00:00,801.0,Loan Payment
1428,429,2023-03-01 11:00:00,4102.0,Loan Payment
1429,73,2023-03-01 12:00:00,3757.0,Investment
1430,847,2023-03-01 13:00:00,1115.0,Loan Payment
1431,167,2023-03-01 14:00:00,1100.0,Investment
1432,225,2023-03-01 15:00:00,1617.0,Purchase
1433,577,2023-03-01 16:00:00,1849.0,Loan Payment
1434,581,2023-03-01 17:00:00,3407.0,Bill Payment
1435,952,2023-03-01 18:00:00,76.0,Bill Payment
1436,9,2023-03-01 19:00:00,4789.0,Investment
1437,236,2023-03-01 20:00:00,1288.0,Purchase
1438,710,2023-03-01 21:00:00,4168.0,Loan Payment
1439,924,2023-03-01 22:00:00,823.0,Investment
1440,685,2023-03-01 23:00:00,412.0,Purchase
1441,794,2023-03-02 00:00:00,2012.0,Purchase
1442,28,2023-03-02 01:00:00,4176.0,Loan Payment
1443,808,2023-03-02 02:00:00,2935.0,Bill Payment
1444,911,2023-03-02 03:00:00,3003.0,Bill Payment
1445,646,2023-03-02 04:00:00,1096.0,Purchase
1446,27,2023-03-02 05:00:00,4350.0,Bill Payment
1447,550,2023-03-02 06:00:00,2576.0,Purchase
1448,196,2023-03-02 07:00:00,4498.0,Purchase
1449,203,2023-03-02 08:00:00,781.0,Purchase
1450,85,2023-03-02 09:00:00,3682.0,Bill Payment
1451,832,2023-03-02 10:00:00,3258.0,Investment
1452,30,2023-03-02 11:00:00,1679.0,Bill Payment
1453,466,2023-03-02 12:00:00,1566.0,Investment
1454,99,2023-03-02 13:00:00,2968.0,Bill Payment
1455,899,2023-03-02 14:00:00,1161.0,Loan Payment
1456,190,2023-03-02 15:00:00,1227.0,Loan Payment
1457,12,2023-03-02 16:00:00,2241.0,Bill Payment
1458,603,2023-03-02 17:00:00,4352.0,Loan Payment
1459,30,2023-03-02 18:00:00,3954.0,Loan Payment
1460,725,2023-03-02 19:00:00,2052.0,Loan Payment
1461,38,2023-03-02 20:00:00,715.0,Loan Payment
1462,853,2023-03-02 21:00:00,2483.0,Investment
1463,572,2023-03-02 22:00:00,2123.0,Purchase
1464,294,2023-03-02 23:00:00,2987.0,Investment
1465,360,2023-03-03 00:00:00,4359.0,Purchase
1466,655,2023-03-03 01:00:00,4388.0,Purchase
1467,914,2023-03-03 02:00:00,432.0,Bill Payment
1468,180,2023-03-03 03:00:00,2031.0,Bill Payment
1469,797,2023-03-03 04:00:00,3803.0,Bill Payment
1470,112,2023-03-03 05:00:00,4141.0,Bill Payment
1471,742,2023-03-03 06:00:00,540.0,Bill Payment
1472,444,2023-03-03 07:00:00,100.0,Investment
1473,21,2023-03-03 08:00:00,3382.0,Investment
1474,145,2023-03-03 09:00:00,1952.0,Loan Payment
1475,499,2023-03-03 10:00:00,3815.0,Investment
1476,146,2023-03-03 11:00:00,1250.0,Investment
1477,441,2023-03-03 12:00:00,1768.0,Bill Payment
1478,887,2023-03-03 13:00:00,107.0,Loan Payment
1479,421,2023-03-03 14:00:00,1489.0,Investment
1480,316,2023-03-03 15:00:00,4636.0,Investment
1481,166,2023-03-03 16:00:00,1842.0,Loan Payment
1482,652,2023-03-03 17:00:00,2595.0,Purchase
1483,203,2023-03-03 18:00:00,3657.0,Bill Payment
1484,496,2023-03-03 19:00:00,89.0,Investment
1485,756,2023-03-03 20:00:00,4719.0,Investment
1486,625,2023-03-03 21:00:00,2233.0,Loan Payment
1487,468,2023-03-03 22:00:00,2579.0,Investment
1488,713,2023-03-03 23:00:00,1782.0,Bill Payment
1489,385,2023-03-04 00:00:00,4528.0,Investment
1490,314,2023-03-04 01:00:00,1133.0,Purchase
1491,771,2023-03-04 02:00:00,3821.0,Bill Payment
1492,255,2023-03-04 03:00:00,3484.0,Purchase
1493,959,2023-03-04 04:00:00,2633.0,Loan Payment
1494,917,2023-03-04 05:00:00,1413.0,Bill Payment
1495,23,2023-03-04 06:00:00,2588.0,Investment
1496,905,2023-03-04 07:00:00,341.0,Bill Payment
1497,758,2023-03-04 08:00:00,4758.0,Bill Payment
1498,339,2023-03-04 09:00:00,3618.0,Bill Payment
1499,493,2023-03-04 10:00:00,749.0,Purchase
1500,823,2023-03-04 11:00:00,4616.0,Loan Payment
1501,511,2023-03-04 12:00:00,51.0,Bill Payment
1502,366,2023-03-04 13:00:00,4990.0,Investment
1503,372,2023-03-04 14:00:00,3888.0,Bill Payment
1504,915,2023-03-04 15:00:00,1959.0,Bill Payment
1505,830,2023-03-04 16:00:00,3470.0,Loan Payment
1506,599,2023-03-04 17:00:00,2138.0,Investment
1507,219,2023-03-04 18:00:00,4507.0,Investment
1508,475,2023-03-04 19:00:00,2164.0,Purchase
1509,423,2023-03-04 20:00:00,1247.0,Investment
1510,356,2023-03-04 21:00:00,1776.0,Investment
1511,460,2023-03-04 22:00:00,1851.0,Investment
1512,503,2023-03-04 23:00:00,515.0,Bill Payment
1513,27,2023-03-05 00:00:00,1851.0,Purchase
1514,942,2023-03-05 01:00:00,4825.0,Investment
1515,802,2023-03-05 02:00:00,1404.0,Investment
1516,801,2023-03-05 03:00:00,266.0,Investment
1517,860,2023-03-05 04:00:00,1730.0,Bill Payment
1518,223,2023-03-05 05:00:00,1081.0,Bill Payment
1519,864,2023-03-05 06:00:00,1632.0,Purchase
1520,690,2023-03-05 07:00:00,2076.0,Loan Payment
1521,148,2023-03-05 08:00:00,1079.0,Purchase
1522,424,2023-03-05 09:00:00,460.0,Bill Payment
1523,739,2023-03-05 10:00:00,907.0,Investment
1524,351,2023-03-05 11:00:00,4846.0,Investment
1525,186,2023-03-05 12:00:00,3738.0,Purchase
1526,415,2023-03-05 13:00:00,91.0,Investment
1527,806,2023-03-05 14:00:00,746.0,Bill Payment
1528,982,2023-03-05 15:00:00,4184.0,Purchase
1529,429,2023-03-05 16:00:00,3954.0,Loan Payment
1530,41,2023-03-05 17:00:00,2217.0,Bill Payment
1531,905,2023-03-05 18:00:00,3958.0,Bill Payment
1532,393,2023-03-05 19:00:00,2012.0,Investment
1533,703,2023-03-05 20:00:00,2483.0,Bill Payment
1534,79,2023-03-05 21:00:00,1189.0,Bill Payment
1535,717,2023-03-05 22:00:00,2945.0,Loan Payment
1536,896,2023-03-05 23:00:00,2525.0,Investment
1537,790,2023-03-06 00:00:00,4958.0,Bill Payment
1538,784,2023-03-06 01:00:00,471.0,Investment
1539,544,2023-03-06 02:00:00,2911.0,Bill Payment
1540,450,2023-03-06 03:00:00,2483.0,Loan Payment
1541,474,2023-03-06 04:00:00,1664.0,Investment
1542,142,2023-03-06 05:00:00,4571.0,Investment
1543,251,2023-03-06 06:00:00,1808.0,Loan Payment
1544,294,2023-03-06 07:00:00,669.0,Purchase
1545,610,2023-03-06 08:00:00,3247.0,Bill Payment
1546,136,2023-03-06 09:00:00,2132.0,Bill Payment
1547,484,2023-03-06 10:00:00,3829.0,Purchase
1548,789,2023-03-06 11:00:00,3353.0,Investment
1549,312,2023-03-06 12:00:00,2560.0,Investment
1550,814,2023-03-06 13:00:00,4900.0,Loan Payment
1551,555,2023-03-06 14:00:00,1596.0,Loan Payment
1552,632,2023-03-06 15:00:00,4692.0,Loan Payment
1553,732,2023-03-06 16:00:00,2757.0,Purchase
1554,46,2023-03-06 17:00:00,644.0,Purchase
1555,236,2023-03-06 18:00:00,2892.0,Investment
1556,48,2023-03-06 19:00:00,2821.0,Loan Payment
1557,198,2023-03-06 20:00:00,4463.0,Investment
1558,84,2023-03-06 21:00:00,4025.0,Purchase
1559,543,2023-03-06 22:00:00,2749.0,Bill Payment
1560,161,2023-03-06 23:00:00,1894.0,Investment
1561,428,2023-03-07 00:00:00,1528.0,Purchase
1562,71,2023-03-07 01:00:00,631.0,Loan Payment
1563,520,2023-03-07 02:00:00,4587.0,Bill Payment
1564,969,2023-03-07 03:00:00,1547.0,Bill Payment
1565,898,2023-03-07 04:00:00,2347.0,Bill Payment
1566,913,2023-03-07 05:00:00,2004.0,Loan Payment
1567,52,2023-03-07 06:00:00,2080.0,Bill Payment
1568,45,2023-03-07 07:00:00,4911.0,Purchase
1569,293,2023-03-07 08:00:00,4940.0,Investment
1570,938,2023-03-07 09:00:00,2375.0,Bill Payment
1571,812,2023-03-07 10:00:00,2855.0,Bill Payment
1572,465,2023-03-07 11:00:00,3048.0,Purchase
1573,885,2023-03-07 12:00:00,864.0,Loan Payment
1574,550,2023-03-07 13:00:00,2738.0,Bill Payment
1575,867,2023-03-07 14:00:00,925.0,Purchase
1576,380,2023-03-07 15:00:00,4948.0,Purchase
1577,743,2023-03-07 16:00:00,141.0,Loan Payment
1578,478,2023-03-07 17:00:00,1126.0,Loan Payment
1579,262,2023-03-07 18:00:00,3603.0,Investment
1580,580,2023-03-07 19:00:00,870.0,Bill Payment
1581,179,2023-03-07 20:00:00,303.0,Investment
1582,357,2023-03-07 21:00:00,2698.0,Purchase
1583,419,2023-03-07 22:00:00,1009.0,Bill Payment
1584,698,2023-03-07 23:00:00,2306.0,Purchase
1585,953,2023-03-08 00:00:00,3695.0,Purchase
1586,201,2023-03-08 01:00:00,296.0,Purchase
1587,902,2023-03-08 02:00:00,459.0,Loan Payment
1588,13,2023-03-08 03:00:00,2348.0,Loan Payment
1589,443,2023-03-08 04:00:00,3250.0,Bill Payment
1590,726,2023-03-08 05:00:00,2713.0,Purchase
1591,732,2023-03-08 06:00:00,3126.0,Purchase
1592,286,2023-03-08 07:00:00,4581.0,Bill Payment
1593,756,2023-03-08 08:00:00,262.0,Investment
1594,868,2023-03-08 09:00:00,1429.0,Purchase
1595,258,2023-03-08 10:00:00,2346.0,Loan Payment
1596,570,2023-03-08 11:00:00,1245.0,Investment
1597,548,2023-03-08 12:00:00,1009.0,Investment
1598,840,2023-03-08 13:00:00,3770.0,Investment
1599,941,2023-03-08 14:00:00,4126.0,Investment
1600,490,2023-03-08 15:00:00,4421.0,Investment
1601,498,2023-03-08 16:00:00,2621.0,Investment
1602,905,2023-03-08 17:00:00,1456.0,Bill Payment
1603,894,2023-03-08 18:00:00,2180.0,Bill Payment
1604,705,2023-03-08 19:00:00,2931.0,Investment
1605,333,2023-03-08 20:00:00,3693.0,Loan Payment
1606,562,2023-03-08 21:00:00,2271.0,Bill Payment
1607,975,2023-03-08 22:00:00,1955.0,Bill Payment
1608,32,2023-03-08 23:00:00,4944.0,Investment
1609,610,2023-03-09 00:00:00,1863.0,Loan Payment
1610,43,2023-03-09 01:00:00,609.0,Investment
1611,893,2023-03-09 02:00:00,4897.0,Loan Payment
1612,351,2023-03-09 03:00:00,4145.0,Loan Payment
1613,334,2023-03-09 04:00:00,3413.0,Purchase
1614,822,2023-03-09 05:00:00,3000.0,Bill Payment
1615,559,2023-03-09 06:00:00,2483.0,Investment
1616,270,2023-03-09 07:00:00,4287.0,Bill Payment
1617,944,2023-03-09 08:00:00,4370.0,Bill Payment
1618,823,2023-03-09 09:00:00,2828.0,Loan Payment
1619,413,2023-03-09 10:00:00,872.0,Bill Payment
1620,943,2023-03-09 11:00:00,4537.0,Purchase
1621,575,2023-03-09 12:00:00,4065.0,Investment
1622,19,2023-03-09 13:00:00,1229.0,Bill Payment
1623,347,2023-03-09 14:00:00,3805.0,Investment
1624,905,2023-03-09 15:00:00,4614.0,Bill Payment
1625,613,2023-03-09 16:00:00,4552.0,Investment
1626,37,2023-03-09 17:00:00,537.0,Investment
1627,619,2023-03-09 18:00:00,2932.0,Investment
1628,92,2023-03-09 19:00:00,3214.0,Bill Payment
1629,820,2023-03-09 20:00:00,1172.0,Purchase
1630,185,2023-03-09 21:00:00,4774.0,Investment
1631,728,2023-03-09 22:00:00,3574.0,Loan Payment
1632,28,2023-03-09 23:00:00,856.0,Loan Payment
1633,548,2023-03-10 00:00:00,2127.0,Loan Payment
1634,372,2023-03-10 01:00:00,3096.0,Purchase
1635,832,2023-03-10 02:00:00,1780.0,Investment
1636,530,2023-03-10 03:00:00,3293.0,Purchase
1637,345,2023-03-10 04:00:00,1835.0,Investment
1638,419,2023-03-10 05:00:00,3333.0,Purchase
1639,196,2023-03-10 06:00:00,455.0,Investment
1640,78,2023-03-10 07:00:00,1035.0,Loan Payment
1641,167,2023-03-10 08:00:00,1781.0,Investment
1642,90,2023-03-10 09:00:00,1369.0,Purchase
1643,264,2023-03-10 10:00:00,28.0,Investment
1644,472,2023-03-10 11:00:00,570.0,Bill Payment
1645,208,2023-03-10 12:00:00,481.0,Investment
1646,724,2023-03-10 13:00:00,37.0,Loan Payment
1647,271,2023-03-10 14:00:00,569.0,Investment
1648,263,2023-03-10 15:00:00,2665.0,Bill Payment
1649,506,2023-03-10 16:00:00,3246.0,Bill Payment
1650,785,2023-03-10 17:00:00,4563.0,Bill Payment
1651,512,2023-03-10 18:00:00,954.0,Purchase
1652,854,2023-03-10 19:00:00,3958.0,Bill Payment
1653,726,2023-03-10 20:00:00,3666.0,Purchase
1654,886,2023-03-10 21:00:00,4973.0,Bill Payment
1655,576,2023-03-10 22:00:00,3073.0,Purchase
1656,524,2023-03-10 23:00:00,1989.0,Bill Payment
1657,722,2023-03-11 00:00:00,2726.0,Bill Payment
1658,312,2023-03-11 01:00:00,4931.0,Investment
1659,174,2023-03-11 02:00:00,825.0,Bill Payment
1660,431,2023-03-11 03:00:00,2336.0,Investment
1661,768,2023-03-11 04:00:00,2340.0,Bill Payment
1662,463,2023-03-11 05:00:00,1012.0,Bill Payment
1663,101,2023-03-11 06:00:00,1552.0,Investment
1664,16,2023-03-11 07:00:00,4214.0,Investment
1665,709,2023-03-11 08:00:00,1239.0,Purchase
1666,258,2023-03-11 09:00:00,3315.0,Loan Payment
1667,896,2023-03-11 10:00:00,2539.0,Investment
1668,244,2023-03-11 11:00:00,1440.0,Purchase
1669,348,2023-03-11 12:00:00,3922.0,Bill Payment
1670,249,2023-03-11 13:00:00,1542.0,Investment
1671,105,2023-03-11 14:00:00,1902.0,Investment
1672,694,2023-03-11 15:00:00,3134.0,Bill Payment
1673,667,2023-03-11 16:00:00,1431.0,Bill Payment
1674,287,2023-03-11 17:00:00,400.0,Bill Payment
1675,169,2023-03-11 18:00:00,2828.0,Bill Payment
1676,420,2023-03-11 19:00:00,1879.0,Loan Payment
1677,47,2023-03-11 20:00:00,2970.0,Investment
1678,43,2023-03-11 21:00:00,1205.0,Bill Payment
1679,321,2023-03-11 22:00:00,2615.0,Bill Payment
1680,818,2023-03-11 23:00:00,867.0,Loan Payment
1681,221,2023-03-12 00:00:00,3237.0,Investment
1682,513,2023-03-12 01:00:00,1526.0,Purchase
1683,712,2023-03-12 02:00:00,1163.0,Investment
1684,441,2023-03-12 03:00:00,852.0,Purchase
1685,144,2023-03-12 04:00:00,1692.0,Loan Payment
1686,890,2023-03-12 05:00:00,304.0,Bill Payment
1687,28,2023-03-12 06:00:00,654.0,Loan Payment
1688,854,2023-03-12 07:00:00,3643.0,Investment
1689,850,2023-03-12 08:00:00,2145.0,Bill Payment
1690,790,2023-03-12 09:00:00,120.0,Investment
1691,553,2023-03-12 10:00:00,593.0,Purchase
1692,844,2023-03-12 11:00:00,3235.0,Investment
1693,659,2023-03-12 12:00:00,1496.0,Loan Payment
1694,857,2023-03-12 13:00:00,4874.0,Loan Payment
1695,690,2023-03-12 14:00:00,1658.0,Loan Payment
1696,827,2023-03-12 15:00:00,2391.0,Bill Payment
1697,837,2023-03-12 16:00:00,115.0,Investment
1698,930,2023-03-12 17:00:00,3563.0,Bill Payment
1699,167,2023-03-12 18:00:00,1704.0,Investment
1700,635,2023-03-12 19:00:00,1743.0,Purchase
1701,586,2023-03-12 20:00:00,391.0,Investment
1702,751,2023-03-12 21:00:00,2746.0,Investment
1703,249,2023-03-12 22:00:00,4366.0,Investment
1704,775,2023-03-12 23:00:00,1326.0,Investment
1705,764,2023-03-13 00:00:00,2712.0,Purchase
1706,357,2023-03-13 01:00:00,4925.0,Bill Payment
1707,111,2023-03-13 02:00:00,4084.0,Loan Payment
1708,692,2023-03-13 03:00:00,4814.0,Investment
1709,700,2023-03-13 04:00:00,916.0,Loan Payment
1710,820,2023-03-13 05:00:00,672.0,Loan Payment
1711,719,2023-03-13 06:00:00,472.0,Loan Payment
1712,234,2023-03-13 07:00:00,2912.0,Loan Payment
1713,24,2023-03-13 08:00:00,4690.0,Investment
1714,26,2023-03-13 09:00:00,952.0,Loan Payment
1715,381,2023-03-13 10:00:00,167.0,Investment
1716,730,2023-03-13 11:00:00,3319.0,Purchase
1717,346,2023-03-13 12:00:00,1336.0,Bill Payment
1718,378,2023-03-13 13:00:00,2727.0,Bill Payment
1719,522,2023-03-13 14:00:00,2678.0,Investment
1720,17,2023-03-13 15:00:00,2578.0,Investment
1721,245,2023-03-13 16:00:00,3402.0,Bill Payment
1722,718,2023-03-13 17:00:00,2116.0,Loan Payment
1723,770,2023-03-13 18:00:00,4809.0,Investment
1724,624,2023-03-13 19:00:00,657.0,Loan Payment
1725,717,2023-03-13 20:00:00,3332.0,Investment
1726,539,2023-03-13 21:00:00,2948.0,Investment
1727,969,2023-03-13 22:00:00,2493.0,Purchase
1728,583,2023-03-13 23:00:00,4251.0,Purchase
1729,688,2023-03-14 00:00:00,2916.0,Bill Payment
1730,202,2023-03-14 01:00:00,3035.0,Purchase
1731,248,2023-03-14 02:00:00,1385.0,Purchase
1732,118,2023-03-14 03:00:00,1833.0,Bill Payment
1733,9,2023-03-14 04:00:00,254.0,Loan Payment
1734,598,2023-03-14 05:00:00,2358.0,Purchase
1735,23,2023-03-14 06:00:00,877.0,Loan Payment
1736,967,2023-03-14 07:00:00,2871.0,Bill Payment
1737,240,2023-03-14 08:00:00,489.0,Investment
1738,585,2023-03-14 09:00:00,2472.0,Loan Payment
1739,27,2023-03-14 10:00:00,194500.0,Bill Payment
1740,984,2023-03-14 11:00:00,3383.0,Loan Payment
1741,861,2023-03-14 12:00:00,3031.0,Bill Payment
1742,81,2023-03-14 13:00:00,3202.0,Bill Payment
1743,596,2023-03-14 14:00:00,97.0,Investment
1744,199,2023-03-14 15:00:00,1250.0,Loan Payment
1745,555,2023-03-14 16:00:00,582.0,Investment
1746,1000,2023-03-14 17:00:00,823.0,Investment
1747,775,2023-03-14 18:00:00,188.0,Loan Payment
1748,92,2023-03-14 19:00:00,1735.0,Loan Payment
1749,851,2023-03-14 20:00:00,172.0,Bill Payment
1750,959,2023-03-14 21:00:00,2650.0,Loan Payment
1751,84,2023-03-14 22:00:00,1015.0,Bill Payment
1752,300,2023-03-14 23:00:00,2358.0,Bill Payment
1753,935,2023-03-15 00:00:00,2431.0,Bill Payment
1754,296,2023-03-15 01:00:00,2765.0,Bill Payment
1755,647,2023-03-15 02:00:00,4308.0,Bill Payment
1756,454,2023-03-15 03:00:00,4152.0,Bill Payment
1757,281,2023-03-15 04:00:00,4568.0,Loan Payment
1758,59,2023-03-15 05:00:00,3751.0,Loan Payment
1759,909,2023-03-15 06:00:00,4513.0,Purchase
1760,871,2023-03-15 07:00:00,1227.0,Loan Payment
1761,1000,2023-03-15 08:00:00,2484.0,Investment
1762,342,2023-03-15 09:00:00,939.0,Purchase
1763,753,2023-03-15 10:00:00,326.0,Loan Payment
1764,465,2023-03-15 11:00:00,1512.0,Investment
1765,880,2023-03-15 12:00:00,430.0,Loan Payment
1766,342,2023-03-15 13:00:00,4368.0,Bill Payment
1767,610,2023-03-15 14:00:00,2483.0,Purchase
1768,62,2023-03-15 15:00:00,437.0,Bill Payment
1769,776,2023-03-15 16:00:00,406.0,Purchase
1770,625,2023-03-15 17:00:00,805.0,Purchase
1771,429,2023-03-15 18:00:00,116.0,Bill Payment
1772,658,2023-03-15 19:00:00,4059.0,Purchase
1773,728,2023-03-15 20:00:00,107.0,Purchase
1774,256,2023-03-15 21:00:00,1913.0,Loan Payment
1775,828,2023-03-15 22:00:00,3580.0,Investment
