Customer_ID,Total_Transactions,Total_Amount,Avg_Transaction_Amount,Max_Transaction_Amount,Days_Since_Last_Transaction,Satisfaction_Score,Likelihood_to_Recommend
267,5,15174.0,3034.8,4685.0,1014,10.0,8
268,2,1686.0,843.0,941.0,946,7.0,5
268,2,1686.0,843.0,941.0,946,3.0,6
268,2,1686.0,843.0,941.0,946,4.0,6
268,2,1686.0,843.0,941.0,946,6.0,6
268,2,1686.0,843.0,941.0,946,8.0,6
268,2,1686.0,843.0,941.0,946,5.0,6
269,5,9061.0,1812.2,3356.0,957,2.0,10
269,5,9061.0,1812.2,3356.0,957,1.0,7
269,5,9061.0,1812.2,3356.0,957,9.0,4
269,5,9061.0,1812.2,3356.0,957,8.0,7
269,5,9061.0,1812.2,3356.0,957,3.0,4
269,5,9061.0,1812.2,3356.0,957,5.0,1
269,5,9061.0,1812.2,3356.0,957,5.684784805011113,9
269,5,9061.0,1812.2,3356.0,957,10.0,4
270,6,13914.0,2319.0,4287.0,939,7.0,3
270,6,13914.0,2319.0,4287.0,939,9.0,2
270,6,13914.0,2319.0,4287.0,939,8.0,7
271,8,13895.0,1736.875,4610.0,985,1.0,3
271,8,13895.0,1736.875,4610.0,985,1.0,5
271,8,13895.0,1736.875,4610.0,985,6.0,5
271,8,13895.0,1736.875,4610.0,985,7.0,5
271,8,13895.0,1736.875,4610.0,985,8.0,9
271,8,13895.0,1736.875,4610.0,985,2.0,5
271,8,13895.0,1736.875,4610.0,985,3.0,2
271,8,13895.0,1736.875,4610.0,985,3.0,1
272,5,14685.0,2937.0,3988.0,938,4.0,10
272,5,14685.0,2937.0,3988.0,938,9.0,4
272,5,14685.0,2937.0,3988.0,938,10.0,9
272,5,14685.0,2937.0,3988.0,938,8.0,4
272,5,14685.0,2937.0,3988.0,938,1.0,5
272,5,14685.0,2937.0,3988.0,938,1.0,8
272,5,14685.0,2937.0,3988.0,938,9.0,5
272,5,14685.0,2937.0,3988.0,938,1.0,8
272,5,14685.0,2937.0,3988.0,938,8.0,2
272,5,14685.0,2937.0,3988.0,938,4.0,9
273,7,16307.0,2329.5714285714284,4190.0,928,10.0,7
273,7,16307.0,2329.5714285714284,4190.0,928,6.0,2
273,7,16307.0,2329.5714285714284,4190.0,928,7.0,1
273,7,16307.0,2329.5714285714284,4190.0,928,4.0,9
273,7,16307.0,2329.5714285714284,4190.0,928,1.0,3
273,7,16307.0,2329.5714285714284,4190.0,928,9.0,9
273,7,16307.0,2329.5714285714284,4190.0,928,4.0,9
273,7,16307.0,2329.5714285714284,4190.0,928,10.0,3
273,7,16307.0,2329.5714285714284,4190.0,928,7.0,9
273,7,16307.0,2329.5714285714284,4190.0,928,8.0,10
274,4,7614.0,1903.5,3495.0,958,4.0,5
274,4,7614.0,1903.5,3495.0,958,2.0,3
274,4,7614.0,1903.5,3495.0,958,2.0,1
274,4,7614.0,1903.5,3495.0,958,6.0,1
274,4,7614.0,1903.5,3495.0,958,7.0,10
274,4,7614.0,1903.5,3495.0,958,6.0,9
275,5,7098.0,1419.6,3009.0,960,5.0,8
275,5,7098.0,1419.6,3009.0,960,2.0,5
275,5,7098.0,1419.6,3009.0,960,4.0,9
275,5,7098.0,1419.6,3009.0,960,3.0,1
275,5,7098.0,1419.6,3009.0,960,1.0,4
276,8,23820.0,2977.5,4874.0,953,10.0,5
276,8,23820.0,2977.5,4874.0,953,4.0,7
276,8,23820.0,2977.5,4874.0,953,10.0,9
276,8,23820.0,2977.5,4874.0,953,5.0,6
277,4,11538.0,2884.5,4574.0,931,1.0,4
277,4,11538.0,2884.5,4574.0,931,5.0,2
277,4,11538.0,2884.5,4574.0,931,6.0,6
277,4,11538.0,2884.5,4574.0,931,3.0,9
277,4,11538.0,2884.5,4574.0,931,9.0,10
278,7,16540.0,2362.8571428571427,3943.0,925,7.0,3
278,7,16540.0,2362.8571428571427,3943.0,925,8.0,8
278,7,16540.0,2362.8571428571427,3943.0,925,9.0,4
278,7,16540.0,2362.8571428571427,3943.0,925,10.0,2
279,6,9164.0,1527.3333333333333,3264.0,962,2.0,2
279,6,9164.0,1527.3333333333333,3264.0,962,8.0,3
279,6,9164.0,1527.3333333333333,3264.0,962,5.684784805011113,7
279,6,9164.0,1527.3333333333333,3264.0,962,7.0,9
279,6,9164.0,1527.3333333333333,3264.0,962,5.0,6
280,2,4335.0,2167.5,3122.0,1081,2.0,3
280,2,4335.0,2167.5,3122.0,1081,4.0,9
280,2,4335.0,2167.5,3122.0,1081,5.0,10
280,2,4335.0,2167.5,3122.0,1081,8.0,10
280,2,4335.0,2167.5,3122.0,1081,4.0,6
280,2,4335.0,2167.5,3122.0,1081,9.0,1
280,2,4335.0,2167.5,3122.0,1081,6.0,6
280,2,4335.0,2167.5,3122.0,1081,6.0,2
280,2,4335.0,2167.5,3122.0,1081,4.0,9
280,2,4335.0,2167.5,3122.0,1081,1.0,9
280,2,4335.0,2167.5,3122.0,1081,10.0,5
281,7,25670.0,3667.1428571428573,4652.0,990,8.0,7
281,7,25670.0,3667.1428571428573,4652.0,990,9.0,10
281,7,25670.0,3667.1428571428573,4652.0,990,8.0,2
281,7,25670.0,3667.1428571428573,4652.0,990,7.0,8
281,7,25670.0,3667.1428571428573,4652.0,990,8.0,1
281,7,25670.0,3667.1428571428573,4652.0,990,10.0,2
281,7,25670.0,3667.1428571428573,4652.0,990,9.0,8
282,1,2539.0,2539.0,2539.0,989,9.0,8
282,1,2539.0,2539.0,2539.0,989,4.0,8
282,1,2539.0,2539.0,2539.0,989,9.0,9
283,6,16347.0,2724.5,4862.0,939,6.0,5
283,6,16347.0,2724.5,4862.0,939,5.0,6
283,6,16347.0,2724.5,4862.0,939,3.0,9
284,3,9103.0,3034.3333333333335,4653.0,996,1.0,1
284,3,9103.0,3034.3333333333335,4653.0,996,10.0,1
284,3,9103.0,3034.3333333333335,4653.0,996,5.0,2
284,3,9103.0,3034.3333333333335,4653.0,996,7.0,1
284,3,9103.0,3034.3333333333335,4653.0,996,8.0,1
285,5,16980.0,3396.0,4899.0,963,1.0,3
285,5,16980.0,3396.0,4899.0,963,5.0,5
285,5,16980.0,3396.0,4899.0,963,5.0,4
285,5,16980.0,3396.0,4899.0,963,10.0,9
285,5,16980.0,3396.0,4899.0,963,3.0,2
286,7,14048.0,2006.857142857143,4581.0,969,7.0,4
286,7,14048.0,2006.857142857143,4581.0,969,6.0,5
287,6,10442.0,1740.3333333333333,3472.0,974,8.0,10
287,6,10442.0,1740.3333333333333,3472.0,974,6.0,6
287,6,10442.0,1740.3333333333333,3472.0,974,3.0,9
287,6,10442.0,1740.3333333333333,3472.0,974,9.0,2
288,7,19863.0,2837.5714285714284,4770.0,957,3.0,4
288,7,19863.0,2837.5714285714284,4770.0,957,9.0,10
288,7,19863.0,2837.5714285714284,4770.0,957,9.0,1
288,7,19863.0,2837.5714285714284,4770.0,957,10.0,1
288,7,19863.0,2837.5714285714284,4770.0,957,4.0,3
289,3,6770.0,2256.6666666666665,3147.0,961,9.0,1
289,3,6770.0,2256.6666666666665,3147.0,961,10.0,8
289,3,6770.0,2256.6666666666665,3147.0,961,4.0,10
289,3,6770.0,2256.6666666666665,3147.0,961,10.0,10
289,3,6770.0,2256.6666666666665,3147.0,961,9.0,5
289,3,6770.0,2256.6666666666665,3147.0,961,4.0,3
289,3,6770.0,2256.6666666666665,3147.0,961,9.0,6
290,8,24774.0,3096.75,4838.0,949,4.0,10
290,8,24774.0,3096.75,4838.0,949,5.684784805011113,2
290,8,24774.0,3096.75,4838.0,949,4.0,7
290,8,24774.0,3096.75,4838.0,949,3.0,9
291,2,3731.0,1865.5,2483.0,1011,4.0,9
291,2,3731.0,1865.5,2483.0,1011,4.0,6
291,2,3731.0,1865.5,2483.0,1011,3.0,5
291,2,3731.0,1865.5,2483.0,1011,10.0,3
292,3,5782.0,1927.3333333333333,2854.0,932,3.0,10
292,3,5782.0,1927.3333333333333,2854.0,932,7.0,8
292,3,5782.0,1927.3333333333333,2854.0,932,2.0,9
292,3,5782.0,1927.3333333333333,2854.0,932,7.0,10
292,3,5782.0,1927.3333333333333,2854.0,932,6.0,5
292,3,5782.0,1927.3333333333333,2854.0,932,10.0,1
292,3,5782.0,1927.3333333333333,2854.0,932,2.0,1
293,3,7968.0,2656.0,4940.0,937,8.0,4
293,3,7968.0,2656.0,4940.0,937,3.0,3
293,3,7968.0,2656.0,4940.0,937,7.0,3
293,3,7968.0,2656.0,4940.0,937,2.0,6
294,7,13197.0,1885.2857142857142,4944.0,933,9.0,2
294,7,13197.0,1885.2857142857142,4944.0,933,6.0,6
294,7,13197.0,1885.2857142857142,4944.0,933,6.0,7
294,7,13197.0,1885.2857142857142,4944.0,933,8.0,3
294,7,13197.0,1885.2857142857142,4944.0,933,2.0,10
294,7,13197.0,1885.2857142857142,4944.0,933,1.0,6
294,7,13197.0,1885.2857142857142,4944.0,933,1.0,4
295,6,19554.0,3259.0,4419.0,960,1.0,9
295,6,19554.0,3259.0,4419.0,960,9.0,2
296,5,13579.0,2715.8,4828.0,965,2.0,4
296,5,13579.0,2715.8,4828.0,965,4.0,9
296,5,13579.0,2715.8,4828.0,965,6.0,3
297,8,22862.0,2857.75,4993.0,998,1.0,4
297,8,22862.0,2857.75,4993.0,998,7.0,1
297,8,22862.0,2857.75,4993.0,998,3.0,1
297,8,22862.0,2857.75,4993.0,998,4.0,6
297,8,22862.0,2857.75,4993.0,998,8.0,2
298,4,13130.0,3282.5,4807.0,971,4.0,6
298,4,13130.0,3282.5,4807.0,971,4.0,6
298,4,13130.0,3282.5,4807.0,971,5.0,8
298,4,13130.0,3282.5,4807.0,971,3.0,9
299,2,8270.0,4135.0,4700.0,988,10.0,8
299,2,8270.0,4135.0,4700.0,988,9.0,4
300,5,9139.0,1827.8,3084.0,1024,7.0,5
300,5,9139.0,1827.8,3084.0,1024,5.0,6
300,5,9139.0,1827.8,3084.0,1024,6.0,2
300,5,9139.0,1827.8,3084.0,1024,9.0,10
300,5,9139.0,1827.8,3084.0,1024,6.0,5
300,5,9139.0,1827.8,3084.0,1024,5.0,6
300,5,9139.0,1827.8,3084.0,1024,9.0,4
300,5,9139.0,1827.8,3084.0,1024,1.0,9
300,5,9139.0,1827.8,3084.0,1024,8.0,10
300,5,9139.0,1827.8,3084.0,1024,6.0,7
301,5,19287.0,3857.4,4801.0,941,7.0,8
301,5,19287.0,3857.4,4801.0,941,5.0,10
301,5,19287.0,3857.4,4801.0,941,6.0,8
301,5,19287.0,3857.4,4801.0,941,4.0,10
301,5,19287.0,3857.4,4801.0,941,2.0,3
302,7,17662.0,2523.1428571428573,4587.0,933,6.0,1
302,7,17662.0,2523.1428571428573,4587.0,933,5.0,8
303,5,11487.0,2297.4,4380.0,930,5.0,4
303,5,11487.0,2297.4,4380.0,930,5.0,5
303,5,11487.0,2297.4,4380.0,930,5.0,6
303,5,11487.0,2297.4,4380.0,930,8.0,9
304,8,15731.0,1966.375,4924.0,956,4.0,1
304,8,15731.0,1966.375,4924.0,956,4.0,8
304,8,15731.0,1966.375,4924.0,956,1.0,1
304,8,15731.0,1966.375,4924.0,956,10.0,5
304,8,15731.0,1966.375,4924.0,956,3.0,9
304,8,15731.0,1966.375,4924.0,956,1.0,2
304,8,15731.0,1966.375,4924.0,956,9.0,3
305,4,12673.0,3168.25,4343.0,972,8.0,3
305,4,12673.0,3168.25,4343.0,972,4.0,6
305,4,12673.0,3168.25,4343.0,972,5.684784805011113,5
305,4,12673.0,3168.25,4343.0,972,1.0,6
305,4,12673.0,3168.25,4343.0,972,3.0,7
306,3,8528.0,2842.6666666666665,4127.0,1016,7.0,7
306,3,8528.0,2842.6666666666665,4127.0,1016,10.0,5
306,3,8528.0,2842.6666666666665,4127.0,1016,4.0,1
306,3,8528.0,2842.6666666666665,4127.0,1016,5.0,4
306,3,8528.0,2842.6666666666665,4127.0,1016,2.0,5
306,3,8528.0,2842.6666666666665,4127.0,1016,7.0,3
307,9,17716.0,1968.4444444444443,4797.0,935,10.0,1
307,9,17716.0,1968.4444444444443,4797.0,935,9.0,6
307,9,17716.0,1968.4444444444443,4797.0,935,7.0,5
307,9,17716.0,1968.4444444444443,4797.0,935,6.0,2
308,10,26462.0,2646.2,4710.0,955,1.0,5
308,10,26462.0,2646.2,4710.0,955,2.0,1
308,10,26462.0,2646.2,4710.0,955,2.0,10
309,3,7750.0,2583.3333333333335,3656.0,927,6.0,1
309,3,7750.0,2583.3333333333335,3656.0,927,6.0,1
309,3,7750.0,2583.3333333333335,3656.0,927,4.0,1
309,3,7750.0,2583.3333333333335,3656.0,927,5.0,8
309,3,7750.0,2583.3333333333335,3656.0,927,7.0,3
309,3,7750.0,2583.3333333333335,3656.0,927,5.684784805011113,9
309,3,7750.0,2583.3333333333335,3656.0,927,9.0,5
310,9,17373.0,1930.3333333333333,4466.0,972,2.0,6
310,9,17373.0,1930.3333333333333,4466.0,972,2.0,2
310,9,17373.0,1930.3333333333333,4466.0,972,10.0,1
310,9,17373.0,1930.3333333333333,4466.0,972,5.0,9
310,9,17373.0,1930.3333333333333,4466.0,972,6.0,4
310,9,17373.0,1930.3333333333333,4466.0,972,5.0,9
311,3,5048.0,1682.6666666666667,2284.0,958,4.0,9
311,3,5048.0,1682.6666666666667,2284.0,958,2.0,10
311,3,5048.0,1682.6666666666667,2284.0,958,7.0,3
311,3,5048.0,1682.6666666666667,2284.0,958,4.0,7
311,3,5048.0,1682.6666666666667,2284.0,958,7.0,3
312,7,20988.0,2998.285714285714,4931.0,1045,5.0,3
312,7,20988.0,2998.285714285714,4931.0,1045,7.0,8
312,7,20988.0,2998.285714285714,4931.0,1045,2.0,5
312,7,20988.0,2998.285714285714,4931.0,1045,4.0,4
312,7,20988.0,2998.285714285714,4931.0,1045,8.0,7
312,7,20988.0,2998.285714285714,4931.0,1045,1.0,10
312,7,20988.0,2998.285714285714,4931.0,1045,2.0,4
313,4,8217.0,2054.25,4260.0,981,8.0,6
313,4,8217.0,2054.25,4260.0,981,10.0,6
313,4,8217.0,2054.25,4260.0,981,4.0,7
313,4,8217.0,2054.25,4260.0,981,6.0,3
313,4,8217.0,2054.25,4260.0,981,1.0,2
313,4,8217.0,2054.25,4260.0,981,6.0,10
314,4,10005.0,2501.25,4347.0,979,6.0,4
314,4,10005.0,2501.25,4347.0,979,1.0,4
314,4,10005.0,2501.25,4347.0,979,9.0,9
314,4,10005.0,2501.25,4347.0,979,8.0,1
315,1,4825.0,4825.0,4825.0,1039,2.0,6
315,1,4825.0,4825.0,4825.0,1039,7.0,7
315,1,4825.0,4825.0,4825.0,1039,6.0,8
315,1,4825.0,4825.0,4825.0,1039,2.0,9
316,6,17708.0,2951.3333333333335,4636.0,933,5.0,2
316,6,17708.0,2951.3333333333335,4636.0,933,5.0,9
316,6,17708.0,2951.3333333333335,4636.0,933,3.0,4
316,6,17708.0,2951.3333333333335,4636.0,933,10.0,1
316,6,17708.0,2951.3333333333335,4636.0,933,10.0,3
316,6,17708.0,2951.3333333333335,4636.0,933,4.0,4
316,6,17708.0,2951.3333333333335,4636.0,933,8.0,2
316,6,17708.0,2951.3333333333335,4636.0,933,3.0,9
317,5,12721.0,2544.2,3741.0,1002,5.0,4
317,5,12721.0,2544.2,3741.0,1002,6.0,7
317,5,12721.0,2544.2,3741.0,1002,5.684784805011113,4
318,3,9877.0,3292.3333333333335,4918.0,964,6.0,7
318,3,9877.0,3292.3333333333335,4918.0,964,4.0,1
318,3,9877.0,3292.3333333333335,4918.0,964,8.0,1
318,3,9877.0,3292.3333333333335,4918.0,964,8.0,3
318,3,9877.0,3292.3333333333335,4918.0,964,3.0,10
318,3,9877.0,3292.3333333333335,4918.0,964,4.0,3
318,3,9877.0,3292.3333333333335,4918.0,964,10.0,5
319,3,7885.0,2628.3333333333335,4681.0,938,1.0,6
319,3,7885.0,2628.3333333333335,4681.0,938,5.0,3
319,3,7885.0,2628.3333333333335,4681.0,938,10.0,7
319,3,7885.0,2628.3333333333335,4681.0,938,10.0,5
319,3,7885.0,2628.3333333333335,4681.0,938,5.684784805011113,7
319,3,7885.0,2628.3333333333335,4681.0,938,1.0,10
319,3,7885.0,2628.3333333333335,4681.0,938,7.0,8
319,3,7885.0,2628.3333333333335,4681.0,938,1.0,4
319,3,7885.0,2628.3333333333335,4681.0,938,7.0,6
319,3,7885.0,2628.3333333333335,4681.0,938,10.0,7
320,8,19392.0,2424.0,4536.0,925,8.0,9
320,8,19392.0,2424.0,4536.0,925,10.0,2
320,8,19392.0,2424.0,4536.0,925,6.0,6
320,8,19392.0,2424.0,4536.0,925,2.0,2
320,8,19392.0,2424.0,4536.0,925,8.0,7
320,8,19392.0,2424.0,4536.0,925,6.0,8
320,8,19392.0,2424.0,4536.0,925,7.0,2
321,6,16246.0,2707.6666666666665,3937.0,930,3.0,7
321,6,16246.0,2707.6666666666665,3937.0,930,5.0,4
321,6,16246.0,2707.6666666666665,3937.0,930,1.0,5
321,6,16246.0,2707.6666666666665,3937.0,930,8.0,7
322,2,5742.0,2871.0,3048.0,930,5.0,1
322,2,5742.0,2871.0,3048.0,930,2.0,2
322,2,5742.0,2871.0,3048.0,930,10.0,8
322,2,5742.0,2871.0,3048.0,930,9.0,9
322,2,5742.0,2871.0,3048.0,930,8.0,9
323,1,2816.0,2816.0,2816.0,975,7.0,6
323,1,2816.0,2816.0,2816.0,975,5.0,6
323,1,2816.0,2816.0,2816.0,975,1.0,7
323,1,2816.0,2816.0,2816.0,975,7.0,4
323,1,2816.0,2816.0,2816.0,975,3.0,4
323,1,2816.0,2816.0,2816.0,975,4.0,7
323,1,2816.0,2816.0,2816.0,975,10.0,7
324,2,2392.0,1196.0,1434.0,933,3.0,3
324,2,2392.0,1196.0,1434.0,933,9.0,5
324,2,2392.0,1196.0,1434.0,933,6.0,10
324,2,2392.0,1196.0,1434.0,933,4.0,2
324,2,2392.0,1196.0,1434.0,933,4.0,4
324,2,2392.0,1196.0,1434.0,933,1.0,9
324,2,2392.0,1196.0,1434.0,933,9.0,6
324,2,2392.0,1196.0,1434.0,933,8.0,3
325,4,13376.0,3344.0,4674.0,955,10.0,8
325,4,13376.0,3344.0,4674.0,955,6.0,4
325,4,13376.0,3344.0,4674.0,955,10.0,7
326,3,6981.0,2327.0,4952.0,985,6.0,1
326,3,6981.0,2327.0,4952.0,985,5.684784805011113,7
326,3,6981.0,2327.0,4952.0,985,6.0,9
326,3,6981.0,2327.0,4952.0,985,5.0,7
327,2,3692.0,1846.0,2160.0,936,5.0,10
327,2,3692.0,1846.0,2160.0,936,1.0,8
327,2,3692.0,1846.0,2160.0,936,3.0,2
327,2,3692.0,1846.0,2160.0,936,6.0,8
328,5,8734.0,1746.8,2935.0,971,7.0,2
328,5,8734.0,1746.8,2935.0,971,2.0,6
328,5,8734.0,1746.8,2935.0,971,3.0,10
328,5,8734.0,1746.8,2935.0,971,9.0,1
328,5,8734.0,1746.8,2935.0,971,6.0,10
328,5,8734.0,1746.8,2935.0,971,3.0,5
328,5,8734.0,1746.8,2935.0,971,7.0,8
328,5,8734.0,1746.8,2935.0,971,5.0,5
329,7,18744.0,2677.714285714286,4999.0,946,10.0,3
329,7,18744.0,2677.714285714286,4999.0,946,3.0,1
329,7,18744.0,2677.714285714286,4999.0,946,10.0,3
329,7,18744.0,2677.714285714286,4999.0,946,6.0,3
329,7,18744.0,2677.714285714286,4999.0,946,6.0,8
330,6,18864.0,3144.0,4685.0,942,3.0,3
330,6,18864.0,3144.0,4685.0,942,3.0,8
330,6,18864.0,3144.0,4685.0,942,3.0,8
330,6,18864.0,3144.0,4685.0,942,5.0,6
331,7,14553.0,2079.0,4271.0,994,2.0,7
331,7,14553.0,2079.0,4271.0,994,9.0,7
331,7,14553.0,2079.0,4271.0,994,1.0,1
331,7,14553.0,2079.0,4271.0,994,4.0,5
331,7,14553.0,2079.0,4271.0,994,9.0,6
332,4,6710.0,1677.5,2757.0,927,4.0,8
332,4,6710.0,1677.5,2757.0,927,3.0,10
332,4,6710.0,1677.5,2757.0,927,10.0,5
333,8,20410.0,2551.25,4991.0,974,3.0,9
333,8,20410.0,2551.25,4991.0,974,2.0,7
333,8,20410.0,2551.25,4991.0,974,6.0,2
333,8,20410.0,2551.25,4991.0,974,1.0,10
334,5,9475.0,1895.0,3413.0,1009,4.0,7
334,5,9475.0,1895.0,3413.0,1009,9.0,9
334,5,9475.0,1895.0,3413.0,1009,3.0,7
334,5,9475.0,1895.0,3413.0,1009,5.0,9
335,5,13724.0,2744.8,3985.0,965,7.0,8
335,5,13724.0,2744.8,3985.0,965,5.684784805011113,4
335,5,13724.0,2744.8,3985.0,965,3.0,2
336,8,12439.0,1554.875,2670.0,932,5.0,6
336,8,12439.0,1554.875,2670.0,932,3.0,2
337,6,18569.0,3094.8333333333335,4983.0,948,4.0,2
337,6,18569.0,3094.8333333333335,4983.0,948,4.0,7
337,6,18569.0,3094.8333333333335,4983.0,948,7.0,5
338,6,25222.0,4203.666666666667,4908.0,925,6.0,1
338,6,25222.0,4203.666666666667,4908.0,925,10.0,3
338,6,25222.0,4203.666666666667,4908.0,925,2.0,7
338,6,25222.0,4203.666666666667,4908.0,925,8.0,4
338,6,25222.0,4203.666666666667,4908.0,925,2.0,4
339,6,12374.0,2062.3333333333335,3618.0,980,7.0,3
339,6,12374.0,2062.3333333333335,3618.0,980,5.0,10
339,6,12374.0,2062.3333333333335,3618.0,980,8.0,3
339,6,12374.0,2062.3333333333335,3618.0,980,7.0,3
339,6,12374.0,2062.3333333333335,3618.0,980,10.0,9
339,6,12374.0,2062.3333333333335,3618.0,980,10.0,8
339,6,12374.0,2062.3333333333335,3618.0,980,8.0,10
339,6,12374.0,2062.3333333333335,3618.0,980,6.0,8
339,6,12374.0,2062.3333333333335,3618.0,980,2.0,10
340,5,13414.0,2682.8,4498.0,961,5.0,9
340,5,13414.0,2682.8,4498.0,961,5.0,4
340,5,13414.0,2682.8,4498.0,961,9.0,10
340,5,13414.0,2682.8,4498.0,961,8.0,3
340,5,13414.0,2682.8,4498.0,961,8.0,7
341,4,11859.0,2964.75,4976.0,943,7.0,7
341,4,11859.0,2964.75,4976.0,943,7.0,8
341,4,11859.0,2964.75,4976.0,943,8.0,10
341,4,11859.0,2964.75,4976.0,943,2.0,3
341,4,11859.0,2964.75,4976.0,943,10.0,5
341,4,11859.0,2964.75,4976.0,943,9.0,10
341,4,11859.0,2964.75,4976.0,943,8.0,4
341,4,11859.0,2964.75,4976.0,943,10.0,10
341,4,11859.0,2964.75,4976.0,943,8.0,9
342,8,24069.0,3008.625,4975.0,939,3.0,2
342,8,24069.0,3008.625,4975.0,939,6.0,6
342,8,24069.0,3008.625,4975.0,939,10.0,3
342,8,24069.0,3008.625,4975.0,939,8.0,1
342,8,24069.0,3008.625,4975.0,939,8.0,3
342,8,24069.0,3008.625,4975.0,939,10.0,2
343,5,10179.0,2035.8,3362.0,925,7.0,1
343,5,10179.0,2035.8,3362.0,925,9.0,10
343,5,10179.0,2035.8,3362.0,925,7.0,6
343,5,10179.0,2035.8,3362.0,925,1.0,7
343,5,10179.0,2035.8,3362.0,925,6.0,2
343,5,10179.0,2035.8,3362.0,925,2.0,7
343,5,10179.0,2035.8,3362.0,925,2.0,10
343,5,10179.0,2035.8,3362.0,925,4.0,1
343,5,10179.0,2035.8,3362.0,925,6.0,7
343,5,10179.0,2035.8,3362.0,925,6.0,6
344,3,3757.0,1252.3333333333333,2963.0,1020,3.0,2
344,3,3757.0,1252.3333333333333,2963.0,1020,8.0,2
344,3,3757.0,1252.3333333333333,2963.0,1020,7.0,5
344,3,3757.0,1252.3333333333333,2963.0,1020,7.0,5
344,3,3757.0,1252.3333333333333,2963.0,1020,10.0,2
344,3,3757.0,1252.3333333333333,2963.0,1020,10.0,5
344,3,3757.0,1252.3333333333333,2963.0,1020,10.0,1
344,3,3757.0,1252.3333333333333,2963.0,1020,6.0,7
345,6,14161.0,2360.1666666666665,4224.0,933,6.0,3
345,6,14161.0,2360.1666666666665,4224.0,933,1.0,1
345,6,14161.0,2360.1666666666665,4224.0,933,7.0,9
345,6,14161.0,2360.1666666666665,4224.0,933,1.0,3
346,6,15121.0,2520.1666666666665,4792.0,952,8.0,6
346,6,15121.0,2520.1666666666665,4792.0,952,4.0,2
346,6,15121.0,2520.1666666666665,4792.0,952,6.0,3
347,4,12411.0,3102.75,4293.0,927,6.0,9
347,4,12411.0,3102.75,4293.0,927,2.0,8
347,4,12411.0,3102.75,4293.0,927,5.0,4
347,4,12411.0,3102.75,4293.0,927,8.0,9
348,6,14463.0,2410.5,3922.0,1029,5.684784805011113,8
348,6,14463.0,2410.5,3922.0,1029,1.0,10
348,6,14463.0,2410.5,3922.0,1029,8.0,4
348,6,14463.0,2410.5,3922.0,1029,8.0,7
348,6,14463.0,2410.5,3922.0,1029,2.0,10
349,5,11111.0,2222.2,4098.0,933,3.0,10
349,5,11111.0,2222.2,4098.0,933,1.0,2
349,5,11111.0,2222.2,4098.0,933,3.0,6
350,5,19741.0,3948.2,4841.0,968,5.0,9
350,5,19741.0,3948.2,4841.0,968,4.0,4
350,5,19741.0,3948.2,4841.0,968,9.0,4
350,5,19741.0,3948.2,4841.0,968,10.0,7
351,11,29433.0,2675.7272727272725,4846.0,955,9.0,8
351,11,29433.0,2675.7272727272725,4846.0,955,8.0,1
351,11,29433.0,2675.7272727272725,4846.0,955,5.0,8
351,11,29433.0,2675.7272727272725,4846.0,955,10.0,10
351,11,29433.0,2675.7272727272725,4846.0,955,4.0,3
351,11,29433.0,2675.7272727272725,4846.0,955,8.0,10
351,11,29433.0,2675.7272727272725,4846.0,955,4.0,10
351,11,29433.0,2675.7272727272725,4846.0,955,5.0,1
351,11,29433.0,2675.7272727272725,4846.0,955,2.0,10
351,11,29433.0,2675.7272727272725,4846.0,955,6.0,7
352,4,13363.0,3340.75,4100.0,955,8.0,7
352,4,13363.0,3340.75,4100.0,955,4.0,1
353,3,6249.0,2083.0,4597.0,925,6.0,6
353,3,6249.0,2083.0,4597.0,925,10.0,7
353,3,6249.0,2083.0,4597.0,925,10.0,8
353,3,6249.0,2083.0,4597.0,925,8.0,6
354,4,10395.0,2598.75,3462.0,1079,9.0,8
354,4,10395.0,2598.75,3462.0,1079,8.0,10
354,4,10395.0,2598.75,3462.0,1079,7.0,10
355,1,4273.0,4273.0,4273.0,1093,2.0,6
355,1,4273.0,4273.0,4273.0,1093,3.0,1
355,1,4273.0,4273.0,4273.0,1093,6.0,4
355,1,4273.0,4273.0,4273.0,1093,4.0,7
355,1,4273.0,4273.0,4273.0,1093,10.0,4
356,7,20223.0,2889.0,4743.0,957,9.0,2
356,7,20223.0,2889.0,4743.0,957,4.0,8
356,7,20223.0,2889.0,4743.0,957,1.0,5
356,7,20223.0,2889.0,4743.0,957,4.0,5
356,7,20223.0,2889.0,4743.0,957,7.0,1
356,7,20223.0,2889.0,4743.0,957,6.0,3
356,7,20223.0,2889.0,4743.0,957,3.0,3
357,7,22992.0,3284.5714285714284,4925.0,926,10.0,9
357,7,22992.0,3284.5714285714284,4925.0,926,8.0,3
357,7,22992.0,3284.5714285714284,4925.0,926,5.0,3
357,7,22992.0,3284.5714285714284,4925.0,926,6.0,4
357,7,22992.0,3284.5714285714284,4925.0,926,3.0,7
357,7,22992.0,3284.5714285714284,4925.0,926,1.0,7
357,7,22992.0,3284.5714285714284,4925.0,926,6.0,3
358,2,1898.0,949.0,1786.0,978,10.0,9
358,2,1898.0,949.0,1786.0,978,4.0,3
358,2,1898.0,949.0,1786.0,978,9.0,10
358,2,1898.0,949.0,1786.0,978,1.0,4
358,2,1898.0,949.0,1786.0,978,9.0,9
358,2,1898.0,949.0,1786.0,978,1.0,2
358,2,1898.0,949.0,1786.0,978,1.0,6
